"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"American Samoa","ASM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","97.3441619873047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9499969482422","","","","","","","","","","","98.9499969482422","",
"Australia","AUS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7918014526367","","","","","","","","99.6019058227539","","99.7598419189453","99.7711410522461","99.7786331176758","99.7757720947266","",
"Burundi","BDI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","22.5085506439209","","","","","","","","","","","37.3847236633301","","","","","","","","","","59.3036193847656","","","","","","","","86.947868347168","","","","","",
"Belgium","BEL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","16.4827938079834","","","","","","","","","","","","","27.2452507019043","","","","","","","","","","34.6578483581543","","","","28.702112197876","","","","","","","",
"Burkina Faso","BFA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","8.68514537811279","","","","","","","","","","","","","","","","13.5692319869995","","","","","12.8481693267822","","","","","","","21.8229160308838","","23.5537185668945","","28.7292137145996","","","","","","",
"Bangladesh","BGD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","29.2272319793701","","","","","","","","","","35.3192939758301","","","","","","","","","","47.4855003356934","","","","","","","","","","","58.7877197265625","",
"Bulgaria","BGR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2035522460938","","","","","","","","","","98.3524475097656","","",
"Bahrain","BHR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","69.7535171508789","","","","","","","","","","84.0138320922852","","","","","","","","","","86.5487442016602","","","","","","","","","94.5567932128906","","","",
"Bahamas, The","BHS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6631011962891","","","","","","","","","","","","98.1533813476563","",
"Belarus","BLR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.8833694458008","","","","","","","","","","99.5907287597656","","","","","","","","","","99.617057800293","","","","",
"Belize","BLZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2984237670898","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","63.2081489562988","","","","","","","","","","","","","","","","79.9917755126953","","","","","","","","","86.7236633300781","","","","","","90.7434692382813","90.6981048583984","91.1678237915039","","92.2261428833008","94.460563659668","",
"Brazil","BRA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","74.5867309570313","","","","","","","","","","","","","","","","","","","","86.3678817749023","","","","88.6162414550781","","89.6152267456055","90.0093688964844","90.03662109375","90.298210144043","90.3791809082031","91.411247253418","91.333740234375","",
"Barbados","BRB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","77.8342132568359","","","","","","","","","","87.8041763305664","","","","","","","","","","92.6711273193359","","","","","","","","","","","95.3948516845703","",
"Bhutan","BTN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.8146896362305","","","","","","","","",
"Botswana","BWA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5809097290039","","","","","","","","","","","","81.1887130737305","","","","","","","","","86.7288131713867","",
"Sub-Saharan Africa (IFC classification)","CAA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","18.2361717224121","","","","","","","","","","","","","33.6244239807129","","","","","","","","","","","","50.6451683044434","","","","","","","","","","36.7526092529297","","","",
"Canada","CAN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia and the Pacific (IFC classification)","CEA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe and Central Asia (IFC classification)","CEU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","91.1284027099609","","","","","","","","","","94.2911376953125","","","","","","","","","","95.7166213989258","","","","","","98.6490097045898","98.5536727905273","","","","",
"China","CHN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","65.5050888061523","","","","","","","","77.7850570678711","","","","","","","","","","90.9202117919922","","","","","","","","","","95.1244735717773","","","",
"Cote d'Ivoire","CIV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1392784118652","","","","","","","","","","36.3502426147461","","48.7407608032227","","","","","","","","","","","","40.981632232666","",
"Latin America and the Caribbean (IFC classification)","CLA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","41.2162094116211","","","","","","","","","","","","","","","","","","","","","","","","68.4091567993164","","","","","","","70.6799392700195","","","71.2905044555664","","","",
"Congo, Rep.","COG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3111724853516","","",
"Colombia","COL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3755569458008","","","91.207160949707","","","","","","","","92.8037796020508","92.8486633300781","92.299674987793","92.6517944335938","93.378173828125","93.2446899414063","93.3723297119141","93.5805358886719","","",
"Comoros","COM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","47.9192314147949","","","","","","","","","","","","","","","","","","","","68.4892349243164","","","","","","","","","","","","75.9397506713867","",
"Cabo Verde","CPV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.7968597412109","","","","","","","","","","","","","","80.0197219848633","","","","","","","","85.3277893066406","",
"Costa Rica","CRI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","92.6290435791016","","","","","","","","","","","","","","","","94.8681869506836","","","","","","","","","","","97.4065856933594","","",
"South Asia (IFC classification)","CSA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6299285888672","","","","","","","","","","91.02294921875","","","",
"Cuba","CUB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","97.8466491699219","","","","","","","","","","","","","","","","","","","","","99.799072265625","","","","","","","","","","99.8374099731445","",
"Curacao","CUW","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8678207397461","","","","","","",
"Cyprus","CYP","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.3624725341797","","","","","","","","","96.8036346435547","","","","","","","","","","98.6784286499023","","",
"Czech Republic","CZE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","73.064567565918","","","","","","","","","","","","","","","","","","","","","86.996467590332","","","","","88.2444610595703","","","89.5387344360352","90.1062698364258","90.1551818847656","90.8581466674805",
"Algeria","DZA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.6308860778809","","","","","","","","","","","","","","","69.8734970092773","","","","72.648681640625","","","","","","","",
"East Asia & Pacific (developing only)","EAP","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.7459030151367","","","","","","","","","","90.7692337036133","","","","","","","","","","94.5400619506836","","","",
"East Asia & Pacific (all income levels)","EAS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.0523223876953","","","","","","","","","","91.6143264770508","","","","","","","","","","94.9190673828125","","","",
"Europe & Central Asia (developing only)","ECA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.2606964111328","","","","","","","","","","95.8919830322266","","","","","","","","","","98.148307800293","","","",
"Europe & Central Asia (all income levels)","ECS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2740631103516","","","","","","","","","","98.1442260742188","","","","","","","","","","98.9521331787109","","","",
"Ecuador","ECU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","83.5526885986328","","","","","","","","88.2987594604492","","","","","","","","","","","90.9840240478516","","","","","","84.1927261352539","","84.2069625854492","91.8540420532227","91.5868988037109","","93.2946243286133",
"Egypt, Arab Rep.","EGY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","38.1967658996582","","","","","","","","","","44.4239921569824","","","","","","","","","","55.5869979858398","","","","","","","","","71.4088668823242","66.3699035644531","","","","72.0478515625","","73.8655853271484","",
"Euro area","EMU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8378448486328","","","",
"Eritrea","ERI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.5139503479004","","","","","","","","","","70.4917602539063","",
"Spain","ESP","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","92.8097686767578","","","","","","","","","","96.4949722290039","","","","","","","","","","","","","","97.7506942749023","","97.9388427734375","97.6306076049805","97.6792678833008","97.748893737793","97.7837524414063","97.8945388793945","",
"Estonia","EST","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7264404296875","","","","","","","","","","","99.7671966552734","","","","","","","","","","","99.8627777099609","","",
"Ethiopia","ETH","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0113544464111","","","","","","","","","","35.9000015258789","29.8203372955322","","38.9959831237793","","","","","","",
"European Union","EUU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0933609008789","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.2796478271484","","","","","","","","","","66.8476181030273","","","",
"Finland","FIN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faeroe Islands","FRO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.2336730957031","","","","","","","","","","","83.8006896972656","","","","","","","","82.2837982177734","",
"United Kingdom","GBR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6523513793945","","","","","","","","","","99.7391586303711","",
"Ghana","GHA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8974723815918","","","","","","","","","","71.4970779418945","","","",
"Guinea","GIN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5537490844727","","","","","","","29.7040176391602","","","","","","","25.3077449798584","","","",
"Gambia, The","GMB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8177261352539","","","","","","","","","","","","52.0043601989746","",
"Guinea-Bissau","GNB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","19.9582481384277","","","","","","","","","","","","","","","","","","","","","41.3577690124512","","","","","","","","","","","","56.7351303100586","",
"Equatorial Guinea","GNQ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3083038330078","","","","","","","","","","","","94.5138092041016","",
"Greece","GRC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","90.512321472168","","","","","","","","","","92.6104507446289","","","","","","","","","","95.9943618774414","","","","","","","","","","","97.36376953125","",
"Grenada","GRD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.2116394042969","","","","","","","","69.1017303466797","","","","","","","","","","78.2648544311523","",
"Guam","GUM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","96.420654296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.994010925293","","","","",
"High income","HIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0110321044922","","","","","","83.588996887207","","","84.7553634643555","85.1233139038086","85.3555526733398","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.6485061645508","","","","","","","","","","52.2494583129883","","","","","","","","","","55.0283546447754","","","",
"Croatia","HRV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.701545715332","","","","","","","","","","98.1466751098633","","","","","","","","","","99.125358581543","","",
"Haiti","HTI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","34.734691619873","","","","","","","","","","","","","","","","","","","","","58.7439041137695","","","48.6850204467773","","","","","","","",
"Hungary","HUN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","98.858283996582","","","","","","","","","","","","","","98.9820709228516","","","","","","","","","","99.0299682617188","","","","","","","","99.3735580444336","",
"Indonesia","IDN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","67.3126754760742","","","","","","","","","","81.5198516845703","","","","","","","","","","","","","","90.3847885131836","","91.9822692871094","","92.1922988891602","92.5816955566406","","92.8119049072266","","",
"Isle of Man","IMN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","40.7635917663574","","","","","","","","","","48.2220764160156","","","","","","","","","","61.0145568847656","","","","","62.7544746398926","","","","","","","",
"Not classified","INX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","36.5184020996094","","","","","","","","","","52.3197555541992","","","","","65.5314025878906","","","","","73.0602569580078","","","","","","77","","","82.4412002563477","82.3313140869141","","85.0187683105469","","","","84.2795104980469","",
"Iraq","IRQ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0522003173828","","","","","","","","","","","","79.0019989013672","",
"Iceland","ISL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
